n,method,regime,scenario,delta,variable,comparison,n_pairs,mean_diff,se_diff
2000,RBC MSE,fixed_delta_0.015,F_delta_0.015,0.015,ci_length,F_delta_0.015 - continuous,5000,-0.00010494961108038318,0.00019012443050388624
2000,RBC MSE,fixed_delta_0.02,F_delta_0.02,0.02,ci_length,F_delta_0.02 - continuous,5000,0.0021663190275170835,0.00021844996586839707
2000,RBC MSE,fixed_delta_0.025,F_delta_0.025,0.025,ci_length,F_delta_0.025 - continuous,5000,0.003562782784763064,0.00024381538119434642
2000,RBC MSE,fixed_delta_0.03,F_delta_0.03,0.03,ci_length,F_delta_0.03 - continuous,5000,0.011620408910525331,0.0002812599656103504
2000,RBC MSE,fixed_delta_0.035,F_delta_0.035,0.035,ci_length,F_delta_0.035 - continuous,5000,0.01347529712094757,0.00028230848589412056
2000,RBC MSE,fixed_delta_0.04,F_delta_0.04,0.04,ci_length,F_delta_0.04 - continuous,4996,0.009408424347081152,0.0002935764466455655
2000,RBC MSE,fixed_delta_0.045,F_delta_0.045,0.045,ci_length,F_delta_0.045 - continuous,4832,0.005398810876801297,0.00030526200728269506
2000,RBC MSE,fixed_delta_0.05,F_delta_0.05,0.05,ci_length,F_delta_0.05 - continuous,4040,-0.0008604520375661462,0.00033708656263046495
2000,RBC MSE,shrinking_delta,S_shrink_delta_0.0250,0.025,ci_length,S_shrink_delta_0.0250 - continuous,5000,0.003562782784763064,0.00024381538119434642
3000,Bias-aware/Honest,fixed_delta_0.01,F_delta_0.01,0.01,ci_length,F_delta_0.01 - continuous,5000,0.010125141604058474,0.00012676654941484516
3000,Bias-aware/Honest,fixed_delta_0.015,F_delta_0.015,0.015,ci_length,F_delta_0.015 - continuous,5000,0.018410494830836337,0.00017390170075215388
3000,Bias-aware/Honest,fixed_delta_0.02,F_delta_0.02,0.02,ci_length,F_delta_0.02 - continuous,5000,0.02591512636781904,0.0002489841907318295
3000,Bias-aware/Honest,fixed_delta_0.025,F_delta_0.025,0.025,ci_length,F_delta_0.025 - continuous,5000,0.039917611536986954,0.00026665197894444967
3000,Bias-aware/Honest,fixed_delta_0.03,F_delta_0.03,0.03,ci_length,F_delta_0.03 - continuous,5000,0.08103848430550718,0.0002862937607718192
3000,Bias-aware/Honest,fixed_delta_0.035,F_delta_0.035,0.035,ci_length,F_delta_0.035 - continuous,4999,0.13196814750548563,0.00030112628596137966
3000,Bias-aware/Honest,fixed_delta_0.04,F_delta_0.04,0.04,ci_length,F_delta_0.04 - continuous,4924,0.1946409876010792,0.00031066096624676764
3000,Bias-aware/Honest,fixed_delta_0.045,F_delta_0.045,0.045,ci_length,F_delta_0.045 - continuous,3903,0.2666569060105293,0.00035198046389083157
3000,Bias-aware/Honest,fixed_delta_0.05,F_delta_0.05,0.05,ci_length,F_delta_0.05 - continuous,1689,0.34729648988717965,0.0005519713912180709
3000,Bias-aware/Honest,shrinking_delta,S_shrink_delta_0.0204,0.0204124145231931,ci_length,S_shrink_delta_0.0204 - continuous,5000,0.025421868241603647,0.0002495633714493581
3000,Conventional MSE,fixed_delta_0.01,F_delta_0.01,0.01,ci_length,F_delta_0.01 - continuous,5000,-0.0015233485484111224,0.00011600140625474263
3000,Conventional MSE,fixed_delta_0.015,F_delta_0.015,0.015,ci_length,F_delta_0.015 - continuous,5000,-0.0008927932416205657,0.00013646893299816635
3000,Conventional MSE,fixed_delta_0.02,F_delta_0.02,0.02,ci_length,F_delta_0.02 - continuous,5000,0.001096326078033207,0.0001553174016893581
3000,Conventional MSE,fixed_delta_0.025,F_delta_0.025,0.025,ci_length,F_delta_0.025 - continuous,5000,0.00013670475533646508,0.00018942835005181057
3000,Conventional MSE,fixed_delta_0.03,F_delta_0.03,0.03,ci_length,F_delta_0.03 - continuous,5000,0.007831116757833302,0.0001940076845068461
3000,Conventional MSE,fixed_delta_0.035,F_delta_0.035,0.035,ci_length,F_delta_0.035 - continuous,4999,-0.0013270841004911918,0.00020145282516879597
3000,Conventional MSE,fixed_delta_0.04,F_delta_0.04,0.04,ci_length,F_delta_0.04 - continuous,4924,-0.010312629060393912,0.00020698338595506342
3000,Conventional MSE,fixed_delta_0.045,F_delta_0.045,0.045,ci_length,F_delta_0.045 - continuous,3903,-0.016889168685862356,0.00023250689539046303
3000,Conventional MSE,fixed_delta_0.05,F_delta_0.05,0.05,ci_length,F_delta_0.05 - continuous,1689,-0.02187977109102958,0.0003571517058861544
3000,Conventional MSE,shrinking_delta,S_shrink_delta_0.0204,0.0204124145231931,ci_length,S_shrink_delta_0.0204 - continuous,5000,0.0010360294470268972,0.00015644998240004659
3000,RBC MSE,fixed_delta_0.01,F_delta_0.01,0.01,ci_length,F_delta_0.01 - continuous,5000,-0.0007679399781598019,0.00012299340507000795
3000,RBC MSE,fixed_delta_0.015,F_delta_0.015,0.015,ci_length,F_delta_0.015 - continuous,5000,0.0005577599656812465,0.0001442511805676847
3000,RBC MSE,fixed_delta_0.02,F_delta_0.02,0.02,ci_length,F_delta_0.02 - continuous,5000,0.0033766912507509424,0.00016341163339890258
3000,RBC MSE,fixed_delta_0.025,F_delta_0.025,0.025,ci_length,F_delta_0.025 - continuous,5000,0.004512849814804625,0.00019474300324489964
3000,RBC MSE,fixed_delta_0.03,F_delta_0.03,0.03,ci_length,F_delta_0.03 - continuous,5000,0.012421013945505134,0.0002002455966822029
3000,RBC MSE,fixed_delta_0.035,F_delta_0.035,0.035,ci_length,F_delta_0.035 - continuous,4999,0.008169259307103736,0.00020887535413842556
3000,RBC MSE,fixed_delta_0.04,F_delta_0.04,0.04,ci_length,F_delta_0.04 - continuous,4924,0.005813968998392999,0.00021654535525019746
3000,RBC MSE,fixed_delta_0.045,F_delta_0.045,0.045,ci_length,F_delta_0.045 - continuous,3903,0.0012620269366426353,0.00024536260492076474
3000,RBC MSE,fixed_delta_0.05,F_delta_0.05,0.05,ci_length,F_delta_0.05 - continuous,1689,-0.0016470268243018382,0.00038793636231375064
3000,RBC MSE,shrinking_delta,S_shrink_delta_0.0204,0.0204124145231931,ci_length,S_shrink_delta_0.0204 - continuous,5000,0.003403932817831771,0.00016493836169141252
4000,Bias-aware/Honest,fixed_delta_0.01,F_delta_0.01,0.01,ci_length,F_delta_0.01 - continuous,5000,0.010398735268514392,0.00010533063748862567
4000,Bias-aware/Honest,fixed_delta_0.015,F_delta_0.015,0.015,ci_length,F_delta_0.015 - continuous,5000,0.019942400297257485,0.00014509329830258476
4000,Bias-aware/Honest,fixed_delta_0.02,F_delta_0.02,0.02,ci_length,F_delta_0.02 - continuous,5000,0.02177930350434528,0.00019666020394712612
4000,Bias-aware/Honest,fixed_delta_0.025,F_delta_0.025,0.025,ci_length,F_delta_0.025 - continuous,5000,0.04649684020810847,0.00022170449441387478
4000,Bias-aware/Honest,fixed_delta_0.03,F_delta_0.03,0.03,ci_length,F_delta_0.03 - continuous,5000,0.08757825041261497,0.00023322203433528301
4000,Bias-aware/Honest,fixed_delta_0.035,F_delta_0.035,0.035,ci_length,F_delta_0.035 - continuous,4993,0.1402486536342835,0.00024292769240270677
4000,Bias-aware/Honest,fixed_delta_0.04,F_delta_0.04,0.04,ci_length,F_delta_0.04 - continuous,4652,0.20364512351456826,0.0002570649471824051
4000,Bias-aware/Honest,fixed_delta_0.045,F_delta_0.045,0.045,ci_length,F_delta_0.045 - continuous,2255,0.27470955026896093,0.0003756527667761277
4000,Bias-aware/Honest,fixed_delta_0.05,F_delta_0.05,0.05,ci_length,F_delta_0.05 - continuous,424,0.3564063951606247,0.0008631972880081877
4000,Bias-aware/Honest,shrinking_delta,S_shrink_delta_0.0177,0.0176776695296636,ci_length,S_shrink_delta_0.0177 - continuous,5000,0.02507171559568357,0.0001935026812932272
4000,Conventional MSE,fixed_delta_0.01,F_delta_0.01,0.01,ci_length,F_delta_0.01 - continuous,5000,-0.001405007473537223,9.638628244209727e-05
4000,Conventional MSE,fixed_delta_0.015,F_delta_0.015,0.015,ci_length,F_delta_0.015 - continuous,5000,-0.0008391351800673947,0.00011274885453656628
4000,Conventional MSE,fixed_delta_0.02,F_delta_0.02,0.02,ci_length,F_delta_0.02 - continuous,5000,0.0005011824851921911,0.00012872278088108696
4000,Conventional MSE,fixed_delta_0.025,F_delta_0.025,0.025,ci_length,F_delta_0.025 - continuous,5000,0.0035679202601473434,0.00017251435303047583
4000,Conventional MSE,fixed_delta_0.03,F_delta_0.03,0.03,ci_length,F_delta_0.03 - continuous,5000,0.004380369288107977,0.000160218267613827
4000,Conventional MSE,fixed_delta_0.035,F_delta_0.035,0.035,ci_length,F_delta_0.035 - continuous,4993,-0.0051196131713951805,0.0001662945932413515
4000,Conventional MSE,fixed_delta_0.04,F_delta_0.04,0.04,ci_length,F_delta_0.04 - continuous,4652,-0.012583852566464236,0.00017281919834694615
4000,Conventional MSE,fixed_delta_0.045,F_delta_0.045,0.045,ci_length,F_delta_0.045 - continuous,2255,-0.01732607028064451,0.00024266188172629327
4000,Conventional MSE,fixed_delta_0.05,F_delta_0.05,0.05,ci_length,F_delta_0.05 - continuous,424,-0.020912533065592848,0.0005753908233236143
4000,Conventional MSE,shrinking_delta,S_shrink_delta_0.0177,0.0176776695296636,ci_length,S_shrink_delta_0.0177 - continuous,5000,4.9703036214806004e-05,0.0001257090869615477
4000,RBC MSE,fixed_delta_0.01,F_delta_0.01,0.01,ci_length,F_delta_0.01 - continuous,5000,-0.0006839508929382443,0.00010177722975186182
4000,RBC MSE,fixed_delta_0.015,F_delta_0.015,0.015,ci_length,F_delta_0.015 - continuous,5000,0.0005599634766329512,0.00011854899987109243
4000,RBC MSE,fixed_delta_0.02,F_delta_0.02,0.02,ci_length,F_delta_0.02 - continuous,5000,0.0028431023760510025,0.00013485744340952738
4000,RBC MSE,fixed_delta_0.025,F_delta_0.025,0.025,ci_length,F_delta_0.025 - continuous,5000,0.007173813579355603,0.00017142397769805387
4000,RBC MSE,fixed_delta_0.03,F_delta_0.03,0.03,ci_length,F_delta_0.03 - continuous,5000,0.009670024406458984,0.00016366776951688588
4000,RBC MSE,fixed_delta_0.035,F_delta_0.035,0.035,ci_length,F_delta_0.035 - continuous,4993,0.005695299014574819,0.00017144692005384722
4000,RBC MSE,fixed_delta_0.04,F_delta_0.04,0.04,ci_length,F_delta_0.04 - continuous,4652,0.002976287695524411,0.00018015168151036567
4000,RBC MSE,fixed_delta_0.045,F_delta_0.045,0.045,ci_length,F_delta_0.045 - continuous,2255,-0.0001952254378116318,0.0002590591986974751
4000,RBC MSE,fixed_delta_0.05,F_delta_0.05,0.05,ci_length,F_delta_0.05 - continuous,424,0.0023940749482521057,0.0006977435653791936
4000,RBC MSE,shrinking_delta,S_shrink_delta_0.0177,0.0176776695296636,ci_length,S_shrink_delta_0.0177 - continuous,5000,0.0019319046928841124,0.00013077183276853218
5000,Bias-aware/Honest,fixed_delta_0.01,F_delta_0.01,0.01,ci_length,F_delta_0.01 - continuous,5000,0.010695101406791956,9.221533998219512e-05
5000,Bias-aware/Honest,fixed_delta_0.015,F_delta_0.015,0.015,ci_length,F_delta_0.015 - continuous,5000,0.021185567041549995,0.0001285074817281165
5000,Bias-aware/Honest,fixed_delta_0.02,F_delta_0.02,0.02,ci_length,F_delta_0.02 - continuous,5000,0.02089683118884656,0.00016379864681798496
5000,Bias-aware/Honest,fixed_delta_0.025,F_delta_0.025,0.025,ci_length,F_delta_0.025 - continuous,5000,0.051253938754506324,0.0001896986793522567
5000,Bias-aware/Honest,fixed_delta_0.03,F_delta_0.03,0.03,ci_length,F_delta_0.03 - continuous,5000,0.09279012236476271,0.00020081762443042729
5000,Bias-aware/Honest,fixed_delta_0.035,F_delta_0.035,0.035,ci_length,F_delta_0.035 - continuous,4962,0.1464320328078301,0.0002076440199717222
5000,Bias-aware/Honest,fixed_delta_0.04,F_delta_0.04,0.04,ci_length,F_delta_0.04 - continuous,4014,0.21006148256816007,0.00023416285305242286
5000,Bias-aware/Honest,fixed_delta_0.045,F_delta_0.045,0.045,ci_length,F_delta_0.045 - continuous,968,0.2806605095973833,0.00049104239398869
5000,Bias-aware/Honest,fixed_delta_0.05,F_delta_0.05,0.05,ci_length,F_delta_0.05 - continuous,114,0.36493364846562826,0.0013337090728932433
5000,Bias-aware/Honest,shrinking_delta,S_shrink_delta_0.0158,0.0158113883008419,ci_length,S_shrink_delta_0.0158 - continuous,5000,0.02324842671672073,0.00014181352831616555
5000,Conventional MSE,fixed_delta_0.01,F_delta_0.01,0.01,ci_length,F_delta_0.01 - continuous,5000,-0.0013239082428685549,8.26738066973912e-05
5000,Conventional MSE,fixed_delta_0.015,F_delta_0.015,0.015,ci_length,F_delta_0.015 - continuous,5000,-0.0010729162513841476,9.7137188410386e-05
5000,Conventional MSE,fixed_delta_0.02,F_delta_0.02,0.02,ci_length,F_delta_0.02 - continuous,5000,-0.0004912117050476978,0.00010933948941719005
5000,Conventional MSE,fixed_delta_0.025,F_delta_0.025,0.025,ci_length,F_delta_0.025 - continuous,5000,0.0061159271790438684,0.00014421485117975148
5000,Conventional MSE,fixed_delta_0.03,F_delta_0.03,0.03,ci_length,F_delta_0.03 - continuous,5000,0.0013439528169177802,0.0001361827101536626
5000,Conventional MSE,fixed_delta_0.035,F_delta_0.035,0.035,ci_length,F_delta_0.035 - continuous,4962,-0.007258325863606712,0.00014120566993289466
5000,Conventional MSE,fixed_delta_0.04,F_delta_0.04,0.04,ci_length,F_delta_0.04 - continuous,4014,-0.013473852358740318,0.0001554114005985108
5000,Conventional MSE,fixed_delta_0.045,F_delta_0.045,0.045,ci_length,F_delta_0.045 - continuous,968,-0.017320626738616254,0.00031053262108943035
5000,Conventional MSE,fixed_delta_0.05,F_delta_0.05,0.05,ci_length,F_delta_0.05 - continuous,114,-0.01962605532272734,0.0009162670390245794
5000,Conventional MSE,shrinking_delta,S_shrink_delta_0.0158,0.0158113883008419,ci_length,S_shrink_delta_0.0158 - continuous,5000,-0.0010579184042124115,0.00010098861080910335
5000,RBC MSE,fixed_delta_0.01,F_delta_0.01,0.01,ci_length,F_delta_0.01 - continuous,5000,-0.0006094892040344388,8.707268759702726e-05
5000,RBC MSE,fixed_delta_0.015,F_delta_0.015,0.015,ci_length,F_delta_0.015 - continuous,5000,0.00039618185334654323,0.00010191929974056254
5000,RBC MSE,fixed_delta_0.02,F_delta_0.02,0.02,ci_length,F_delta_0.02 - continuous,5000,0.0020922370860224737,0.00011427026291200577
5000,RBC MSE,fixed_delta_0.025,F_delta_0.025,0.025,ci_length,F_delta_0.025 - continuous,5000,0.009059316347789547,0.0001428074315746554
5000,RBC MSE,fixed_delta_0.03,F_delta_0.03,0.03,ci_length,F_delta_0.03 - continuous,5000,0.0071716978904784665,0.00013892242138327846
5000,RBC MSE,fixed_delta_0.035,F_delta_0.035,0.035,ci_length,F_delta_0.035 - continuous,4962,0.004504879892458458,0.00014595061487891414
5000,RBC MSE,fixed_delta_0.04,F_delta_0.04,0.04,ci_length,F_delta_0.04 - continuous,4014,0.0012200544421821194,0.00016191273823862532
5000,RBC MSE,fixed_delta_0.045,F_delta_0.045,0.045,ci_length,F_delta_0.045 - continuous,968,-0.0003325487515662174,0.0003443911455626161
5000,RBC MSE,fixed_delta_0.05,F_delta_0.05,0.05,ci_length,F_delta_0.05 - continuous,114,0.009314615215115797,0.0011194094991038388
5000,RBC MSE,shrinking_delta,S_shrink_delta_0.0158,0.0158113883008419,ci_length,S_shrink_delta_0.0158 - continuous,5000,0.0006072640603435533,0.00010545939459282956
