n,regime,scenario,delta,n_with_diagnostics,rbc_min_support_rate,rbc_support_adequate_rate,h_left_mean,h_left_median,h_left_min,h_left_max,h_right_mean,h_right_median,h_right_min,h_right_max,b_left_mean,b_left_median,b_left_min,b_left_max,b_right_mean,b_right_median,b_right_min,b_right_max,unique_h_left_mean,unique_h_left_median,unique_h_left_min,unique_h_left_max,unique_h_right_mean,unique_h_right_median,unique_h_right_min,unique_h_right_max,unique_b_left_mean,unique_b_left_median,unique_b_left_min,unique_b_left_max,unique_b_right_mean,unique_b_right_median,unique_b_right_min,unique_b_right_max,obs_h_left_mean,obs_h_left_median,obs_h_left_min,obs_h_left_max,obs_h_right_mean,obs_h_right_median,obs_h_right_min,obs_h_right_max,obs_b_left_mean,obs_b_left_median,obs_b_left_min,obs_b_left_max,obs_b_right_mean,obs_b_right_median,obs_b_right_min,obs_b_right_max,min_unique_h_mean,min_unique_h_median,min_unique_h_min,min_unique_h_max,min_unique_b_mean,min_unique_b_median,min_unique_b_min,min_unique_b_max,h_over_delta_left_mean,h_over_delta_left_median,h_over_delta_left_min,h_over_delta_left_max,h_over_delta_right_mean,h_over_delta_right_median,h_over_delta_right_min,h_over_delta_right_max,b_over_delta_left_mean,b_over_delta_left_median,b_over_delta_left_min,b_over_delta_left_max,b_over_delta_right_mean,b_over_delta_right_median,b_over_delta_right_min,b_over_delta_right_max,nearest_support_distance_mean,nearest_support_distance_median,nearest_support_distance_min,nearest_support_distance_max,M_left_rdrobust_mean,M_left_rdrobust_median,M_left_rdrobust_min,M_left_rdrobust_max,M_right_rdrobust_mean,M_right_rdrobust_median,M_right_rdrobust_min,M_right_rdrobust_max
1500,fixed_delta_0.045,F_delta_0.045,0.045,4976,0.9969855305466238,0.0,0.08179736731931153,0.08116370626154254,0.0632750082306321,0.1083169127522481,0.08179736731931153,0.08116370626154254,0.0632750082306321,0.1083169127522481,0.1942330879579149,0.1931071214621245,0.1644959708810683,0.2495956081158052,0.1942330879579149,0.1931071214621245,0.1644959708810683,0.2495956081158052,1.9969855305466238,2.0,1.0,2.0,1.9969855305466238,2.0,1.0,2.0,4.238946945337621,4.0,4.0,6.0,4.238946945337621,4.0,4.0,6.0,91.70498392282958,92.0,22.0,127.0,76.41680064308682,76.0,28.0,113.0,212.47467845659165,203.0,155.0,322.0,144.6145498392283,142.0,101.0,206.0,1.9969855305466238,2.0,1.0,2.0,4.238946945337621,4.0,4.0,6.0,1.8177192737624794,1.803637916923169,1.4061112940140472,2.4070425056055145,1.8177192737624794,1.803637916923169,1.4061112940140472,2.4070425056055145,4.316290843509221,4.2912693658249905,3.655466019579296,5.546569069240116,4.316290843509221,4.2912693658249905,3.655466019579296,5.546569069240116,0.022499999999999992,0.0225,0.0225,0.0225,22.307073954983924,22.0,22.0,23.0,17.468850482315112,17.0,14.0,21.0
2000,fixed_delta_0.045,F_delta_0.045,0.045,4896,0.9869281045751634,0.0,0.07741574870849824,0.07682823208167716,0.0596733411096051,0.1033116258400679,0.07741574870849824,0.07682823208167716,0.0596733411096051,0.1033116258400679,0.18683552319256172,0.18566785031081207,0.160353339222684,0.2331137279657302,0.18683552319256172,0.18566785031081207,0.160353339222684,0.2331137279657302,1.9869281045751634,2.0,1.0,2.0,1.9869281045751634,2.0,1.0,2.0,4.08047385620915,4.0,4.0,5.0,4.08047385620915,4.0,4.0,5.0,121.671772875817,122.0,45.0,160.0,101.59415849673202,102.0,37.0,139.0,271.05433006535947,266.0,212.0,399.0,187.6174428104575,186.0,139.0,266.0,1.9869281045751634,2.0,1.0,2.0,4.08047385620915,4.0,4.0,5.0,1.7203499712999621,1.7072940462594928,1.3260742468801152,2.295813907557066,1.7203499712999621,1.7072940462594928,1.3260742468801152,2.295813907557066,4.151900515390261,4.125952229129158,3.563407538281868,5.1803050659051175,4.151900515390261,4.125952229129158,3.563407538281868,5.1803050659051175,0.022499999999999992,0.0225,0.0225,0.0225,22.382761437908496,22.0,22.0,23.0,17.935661764705884,18.0,15.0,21.0
3000,fixed_delta_0.045,F_delta_0.045,0.045,4344,0.8984806629834254,0.0,0.07210030705344772,0.07169386161412356,0.0526354139515153,0.0909556369597505,0.07210030705344772,0.07169386161412356,0.0526354139515153,0.0909556369597505,0.1775302096845509,0.17689132413074027,0.154431435975913,0.2199749449039624,0.1775302096845509,0.17689132413074027,0.154431435975913,0.2199749449039624,1.8984806629834254,2.0,1.0,2.0,1.8984806629834254,2.0,1.0,2.0,4.004604051565377,4.0,3.0,5.0,4.004604051565377,4.0,3.0,5.0,173.94659300184162,182.0,66.0,232.0,145.86786372007367,152.0,56.0,196.0,397.5570902394107,397.0,259.0,569.0,277.4661602209945,277.0,214.0,356.0,1.8984806629834254,2.0,1.0,2.0,4.004604051565377,4.0,3.0,5.0,1.6022290456321726,1.5931969247583027,1.16967586558923,2.021236376883345,1.6022290456321726,1.5931969247583027,1.16967586558923,2.021236376883345,3.9451157707677997,3.930918314016451,3.431809688353623,4.888332108976942,3.9451157707677997,3.930918314016451,3.431809688353623,4.888332108976942,0.022499999999999996,0.0225,0.0225,0.0225,22.531998158379373,23.0,22.0,23.0,18.505294659300183,19.0,15.0,21.0
4000,fixed_delta_0.045,F_delta_0.045,0.045,3217,0.7009636307118433,0.0,0.06878622288831181,0.0689976923232121,0.0520472804746654,0.0837559477338247,0.06878622288831181,0.0689976923232121,0.0520472804746654,0.0837559477338247,0.17148901092354532,0.171246270915489,0.1527786192294525,0.2072082543216884,0.17148901092354532,0.171246270915489,0.1527786192294525,0.2072082543216884,1.7009636307118434,2.0,1.0,2.0,1.7009636307118434,2.0,1.0,2.0,3.9853901150139883,4.0,3.0,5.0,3.9853901150139883,4.0,3.0,5.0,206.72894000621696,236.0,87.0,303.0,175.16008703761267,197.0,75.0,257.0,526.8815666770283,529.0,346.0,677.0,368.04973577867577,369.0,264.0,444.0,1.7009636307118434,2.0,1.0,2.0,3.9853901150139883,4.0,3.0,5.0,1.5285827308513746,1.533282051626936,1.156606232770342,1.861243282973884,1.5285827308513746,1.533282051626936,1.156606232770342,1.861243282973884,3.8108669094121193,3.805472687010868,3.3950804273211665,4.604627873815299,3.8108669094121193,3.805472687010868,3.3950804273211665,4.604627873815299,0.0225,0.0225,0.0225,0.0225,22.647497668635374,23.0,22.0,23.0,18.841467205470934,19.0,16.0,21.0
5000,fixed_delta_0.045,F_delta_0.045,0.045,2349,0.41209025117071096,0.0,0.06530171220893738,0.0658526086328949,0.0489415008639193,0.0796457659624098,0.06530171220893738,0.0658526086328949,0.0489415008639193,0.0796457659624098,0.1657803990368981,0.1653685908968383,0.1493316359559895,0.197301247540757,0.1657803990368981,0.1653685908968383,0.1493316359559895,0.197301247540757,1.412090251170711,1.0,1.0,2.0,1.412090251170711,1.0,1.0,2.0,3.8842060451255853,4.0,3.0,4.0,3.8842060451255853,4.0,3.0,4.0,212.5095785440613,160.0,114.0,374.0,183.92975734355045,145.0,99.0,313.0,639.340570455513,657.0,416.0,753.0,450.2954448701575,458.0,329.0,539.0,1.412090251170711,1.0,1.0,2.0,3.8842060451255853,4.0,3.0,4.0,1.4511491601986095,1.4633913029532215,1.0875889080870962,1.7699059102757733,1.4511491601986095,1.4633913029532215,1.0875889080870962,1.7699059102757733,3.6840088674866247,3.674857575485297,3.318480799021991,4.38447216757238,3.6840088674866247,3.674857575485297,3.318480799021991,4.38447216757238,0.022499999999999996,0.0225,0.0225,0.0225,22.697743720732227,23.0,22.0,23.0,19.14176245210728,19.0,17.0,21.0
500,fixed_delta_0.05,F_delta_0.05,0.05,4999,0.9997999599919984,0.0632126425285057,0.10632172921098122,0.1060201688022556,0.074549706589096,0.1609222371810237,0.10632172921098122,0.1060201688022556,0.074549706589096,0.1609222371810237,0.2373887693319272,0.2353891542388579,0.183379301326772,0.3569037769880137,0.2373887693319272,0.2353891542388579,0.183379301326772,0.3569037769880137,2.0634126825365073,2.0,1.0,3.0,2.0634126825365073,2.0,1.0,3.0,4.746149229845969,5.0,4.0,7.0,4.746149229845969,5.0,4.0,7.0,35.55951190238048,35.0,16.0,77.0,28.763352670534108,28.0,11.0,59.0,91.26125225045008,92.0,52.0,153.0,56.619523904780955,56.0,25.0,91.0,2.0634126825365073,2.0,1.0,3.0,4.746149229845969,5.0,4.0,7.0,2.126434584219625,2.1204033760451124,1.4909941317819204,3.2184447436204757,2.126434584219625,2.1204033760451124,1.4909941317819204,3.2184447436204757,4.747775386638544,4.707783084777158,3.66758602653544,7.138075539760274,4.747775386638544,4.707783084777158,3.66758602653544,7.138075539760274,0.024999999999999994,0.025,0.025,0.025,19.94758951790358,20.0,19.0,20.0,13.932786557311463,14.0,10.0,18.0
750,fixed_delta_0.05,F_delta_0.05,0.05,4994,0.999399279134962,0.0038045654785742893,0.09731277808819322,0.0965892280389997,0.07198176073966,0.133514623796253,0.09731277808819322,0.0965892280389997,0.07198176073966,0.133514623796253,0.22323282102555755,0.2215641915758007,0.1813215804771092,0.3035825825933549,0.22323282102555755,0.2215641915758007,0.1813215804771092,0.3035825825933549,2.003404084901882,2.0,1.0,3.0,2.003404084901882,2.0,1.0,3.0,4.425710853023628,4.0,4.0,6.0,4.425710853023628,4.0,4.0,6.0,51.549459351221465,51.0,19.0,91.0,42.09731678013616,42.0,19.0,71.0,126.18662394873849,122.0,80.0,199.0,80.69523428113736,80.0,48.0,120.0,2.003404084901882,2.0,1.0,3.0,4.425710853023628,4.0,4.0,6.0,1.9462555617638653,1.931784560779995,1.4396352147932017,2.6702924759250606,1.9462555617638653,1.931784560779995,1.4396352147932017,2.6702924759250606,4.464656420511151,4.431283831516015,3.626431609542185,6.071651651867098,4.464656420511151,4.431283831516015,3.626431609542185,6.071651651867098,0.024999999999999994,0.025,0.025,0.025,19.987585102122548,20.0,19.0,20.0,14.74128954745695,15.0,10.0,18.0
1000,fixed_delta_0.05,F_delta_0.05,0.05,4978,0.9975893933306549,0.0,0.0917145277407749,0.09087727352424775,0.0728047780184469,0.1280843888275608,0.0917145277407749,0.09087727352424775,0.0728047780184469,0.1280843888275608,0.21420294304982535,0.21284010057654706,0.1765759654122549,0.2761679724257811,0.21420294304982535,0.21284010057654706,0.1765759654122549,0.2761679724257811,1.9977902772197669,2.0,1.0,3.0,1.9977902772197669,2.0,1.0,3.0,4.205504218561671,4.0,4.0,6.0,4.205504218561671,4.0,4.0,6.0,68.58437123342708,68.0,23.0,109.0,56.00883889112093,56.0,20.0,84.0,158.53555644837283,153.0,113.0,237.0,103.78666130976296,103.0,69.0,149.0,1.9977902772197669,2.0,1.0,3.0,4.205504218561671,4.0,4.0,6.0,1.834290554815499,1.8175454704849558,1.456095560368939,2.5616877765512163,1.834290554815499,1.8175454704849558,1.456095560368939,2.5616877765512163,4.284058860996508,4.256802011530942,3.5315193082450995,5.523359448515622,4.284058860996508,4.256802011530942,3.5315193082450995,5.523359448515622,0.024999999999999998,0.025,0.025,0.025,19.99537967055042,20.0,19.0,20.0,15.242868621936521,15.0,11.0,18.0
1500,fixed_delta_0.05,F_delta_0.05,0.05,4841,0.9776905598016938,0.0,0.08484167809413451,0.0841042745798428,0.0642320982157243,0.1198806856922618,0.08484167809413451,0.0841042745798428,0.0642320982157243,0.1198806856922618,0.20280786678661558,0.2017678967709177,0.175891954411353,0.2525382905751527,0.20280786678661558,0.2017678967709177,0.175891954411353,0.2525382905751527,1.9776905598016938,2.0,1.0,2.0,1.9776905598016938,2.0,1.0,2.0,4.029745920264408,4.0,4.0,5.0,4.029745920264408,4.0,4.0,5.0,101.70708531295188,103.0,28.0,144.0,83.31088618054122,84.0,27.0,119.0,225.97025407973558,224.0,183.0,338.0,151.17599669489775,151.0,111.0,215.0,1.9776905598016938,2.0,1.0,2.0,4.029745920264408,4.0,4.0,5.0,1.6968335618826909,1.6820854915968564,1.2846419643144869,2.397613713845236,1.6968335618826909,1.6820854915968564,1.2846419643144869,2.397613713845236,4.056157335732312,4.035357935418354,3.5178390882270603,5.050765811503053,4.056157335732312,4.035357935418354,3.5178390882270603,5.050765811503053,0.025,0.025,0.025,0.025,20.0,20.0,20.0,20.0,15.89051848791572,16.0,13.0,19.0
2000,fixed_delta_0.05,F_delta_0.05,0.05,4467,0.9044101186478621,0.0,0.08064414281603267,0.0801469620031146,0.0616348882919723,0.1059668279785327,0.08064414281603267,0.0801469620031146,0.0616348882919723,0.1059668279785327,0.19553115517479933,0.1948259171946679,0.1723584203159419,0.2401612647028306,0.19553115517479933,0.1948259171946679,0.1723584203159419,0.2401612647028306,1.9044101186478621,2.0,1.0,2.0,1.9044101186478621,2.0,1.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,130.5310051488695,136.0,42.0,177.0,107.25072755764495,111.0,38.0,148.0,298.91739422431164,299.0,202.0,412.0,200.62950526080144,201.0,138.0,251.0,1.9044101186478621,2.0,1.0,2.0,4.0,4.0,3.0,5.0,1.612882856320654,1.6029392400622933,1.232697765839446,2.119336559570654,1.612882856320654,1.6029392400622933,1.232697765839446,2.119336559570654,3.9106231034959875,3.896518343893359,3.4471684063188377,4.803225294056613,3.9106231034959875,3.896518343893359,3.4471684063188377,4.803225294056613,0.024999999999999994,0.025,0.025,0.025,20.0,20.0,20.0,20.0,16.292813969106785,16.0,13.0,20.0
3000,fixed_delta_0.05,F_delta_0.05,0.05,3119,0.5415197178582879,0.0,0.07462416380352459,0.0753017282563833,0.0562511306866293,0.0941545237983368,0.07462416380352459,0.0753017282563833,0.0562511306866293,0.0941545237983368,0.18522906681340423,0.1848989406988279,0.1647931769707149,0.2145840604616592,0.18522906681340423,0.1848989406988279,0.1647931769707149,0.2145840604616592,1.541519717858288,2.0,1.0,2.0,1.541519717858288,2.0,1.0,2.0,3.9365181147803785,4.0,3.0,4.0,3.9365181147803785,4.0,3.0,4.0,156.4321898044245,186.0,66.0,248.0,132.10516191086887,151.0,60.0,216.0,440.3007374158384,446.0,273.0,521.0,297.1151009939083,300.0,204.0,361.0,1.541519717858288,2.0,1.0,2.0,3.9365181147803785,4.0,3.0,4.0,1.4924832760704927,1.5060345651276663,1.1250226137325865,1.8830904759667368,1.4924832760704927,1.5060345651276663,1.1250226137325865,1.8830904759667368,3.7045813362680855,3.697978813976559,3.295863539414299,4.291681209233184,3.7045813362680855,3.697978813976559,3.295863539414299,4.291681209233184,0.024999999999999998,0.025,0.025,0.025,20.0,20.0,20.0,20.0,16.77332478358448,17.0,14.0,20.0
4000,fixed_delta_0.05,F_delta_0.05,0.05,2299,0.18442801217920834,0.0,0.06918906345606204,0.0690735301942058,0.0539664889681183,0.0930226633362141,0.06918906345606204,0.0690735301942058,0.0539664889681183,0.0930226633362141,0.17755422905965723,0.1773128636890631,0.1613203549078452,0.1992097142161171,0.17755422905965723,0.1773128636890631,0.1613203549078452,0.1992097142161171,1.1844280121792083,1.0,1.0,2.0,1.1844280121792083,1.0,1.0,2.0,3.6642018268812526,4.0,3.0,4.0,3.6642018268812526,4.0,3.0,4.0,157.50021748586343,135.0,97.0,324.0,137.4928229665072,121.0,83.0,268.0,542.2396694214876,583.0,363.0,668.0,372.74597651152675,387.0,264.0,465.0,1.1844280121792083,1.0,1.0,2.0,3.6642018268812526,4.0,3.0,4.0,1.3837812691212417,1.381470603884117,1.0793297793623675,1.8604532667242824,1.3837812691212417,1.381470603884117,1.0793297793623675,1.8604532667242824,3.551084581193145,3.5462572737812628,3.2264070981569035,3.984194284322343,3.551084581193145,3.5462572737812628,3.2264070981569035,3.984194284322343,0.024999999999999998,0.025,0.025,0.025,20.0,20.0,20.0,20.0,17.111787733797303,17.0,15.0,19.0
5000,fixed_delta_0.05,F_delta_0.05,0.05,1877,0.060735215769845495,0.0,0.06513311426823372,0.0645894229903855,0.0526239328672449,0.087218078908021,0.06513311426823372,0.0645894229903855,0.0526239328672449,0.087218078908021,0.1716292283691826,0.1714427221928558,0.1583876732372799,0.1919034816377757,0.1716292283691826,0.1714427221928558,0.1583876732372799,0.1919034816377757,1.0607352157698455,1.0,1.0,2.0,1.0607352157698455,1.0,1.0,2.0,3.2557272242940862,3.0,3.0,4.0,3.2557272242940862,3.0,3.0,4.0,174.69472562599893,165.0,122.0,380.0,156.13106020245073,149.0,111.0,309.0,591.0420884389983,550.0,466.0,807.0,424.7655833777304,407.0,332.0,563.0,1.0607352157698455,1.0,1.0,2.0,3.2557272242940862,3.0,3.0,4.0,1.3026622853646752,1.2917884598077105,1.0524786573448996,1.7443615781604207,1.3026622853646752,1.2917884598077105,1.0524786573448996,1.7443615781604207,3.432584567383653,3.4288544438571167,3.1677534647456,3.8380696327555146,3.432584567383653,3.4288544438571167,3.1677534647456,3.8380696327555146,0.025,0.025,0.025,0.025,20.0,20.0,20.0,20.0,17.327117741076187,17.0,15.0,20.0
500,fixed_delta_0.055,F_delta_0.055,0.055,4993,0.9995994392149009,0.014820749048668135,0.10916549907508856,0.1080640361035944,0.0793378915092185,0.1648279109398339,0.10916549907508856,0.1080640361035944,0.0793378915092185,0.1648279109398339,0.24536977223203996,0.2433059211679645,0.1974062759174403,0.3454596340188466,0.24536977223203996,0.2433059211679645,0.1974062759174403,0.3454596340188466,2.015822151011416,2.0,1.0,3.0,2.015822151011416,2.0,1.0,3.0,4.414380132185059,4.0,4.0,6.0,4.414380132185059,4.0,4.0,6.0,38.443220508712194,38.0,16.0,79.0,30.74324053675145,31.0,10.0,56.0,93.77408371720409,91.0,58.0,154.0,57.49389144802724,57.0,30.0,86.0,2.015822151011416,2.0,1.0,3.0,4.414380132185059,4.0,4.0,6.0,1.9848272559107019,1.9648006564289904,1.4425071183494274,2.9968711079969803,1.9848272559107019,1.9648006564289904,1.4425071183494274,2.9968711079969803,4.46126858603709,4.423744021235719,3.589205016680733,6.28108425488812,4.46126858603709,4.423744021235719,3.589205016680733,6.28108425488812,0.0275,0.0275,0.0275,0.0275,18.10234328059283,18.0,17.0,19.0,12.8602042860004,13.0,9.0,16.0
500,fixed_delta_0.06,F_delta_0.06,0.06,4966,0.9977849375755135,0.005436971405557793,0.11323098043423253,0.11193590161121894,0.082168033926364,0.1754991076832976,0.11323098043423253,0.11193590161121894,0.082168033926364,0.1754991076832976,0.25528439769536365,0.2526102757928219,0.2135158661862307,0.4025544131071902,0.25528439769536365,0.2526102757928219,0.2135158661862307,0.4025544131071902,2.0034232782923884,2.0,1.0,3.0,2.0034232782923884,2.0,1.0,3.0,4.198751510269835,4.0,4.0,7.0,4.198550140958518,4.0,4.0,7.0,42.05718888441402,42.0,10.0,82.0,33.008860249697946,33.0,13.0,60.0,97.91602899718083,95.0,66.0,185.0,59.150422875553765,59.0,30.0,90.0,2.0034232782923884,2.0,1.0,3.0,4.198550140958518,4.0,4.0,7.0,1.8871830072372098,1.8655983601869834,1.3694672321060677,2.924985128054961,1.8871830072372098,1.8655983601869834,1.3694672321060677,2.924985128054961,4.2547399615893955,4.2101712632137,3.558597769770512,6.709240218453171,4.2547399615893955,4.2101712632137,3.558597769770512,6.709240218453171,0.030000000000000002,0.03,0.03,0.03,16.85138944824809,17.0,16.0,17.0,11.93979057591623,12.0,8.0,15.0
500,fixed_delta_0.065,F_delta_0.065,0.065,4919,0.9890221589754015,0.001829640170766416,0.11794818018628588,0.116606963276733,0.0840844521945922,0.1779288564094773,0.11794818018628588,0.116606963276733,0.0840844521945922,0.1779288564094773,0.2660346048909342,0.2630405028251769,0.2242826230037461,0.4126718493496166,0.2660346048909342,0.2630405028251769,0.2242826230037461,0.4126718493496166,1.9916649725553974,2.0,1.0,3.0,1.9916649725553974,2.0,1.0,3.0,4.085179914616792,4.0,3.0,6.0,4.085179914616792,4.0,3.0,6.0,45.66781866232974,46.0,11.0,90.0,35.20532628583045,35.0,9.0,64.0,104.12766822524904,102.0,72.0,175.0,61.4242732262655,61.0,32.0,92.0,1.9916649725553974,2.0,1.0,3.0,4.085179914616792,4.0,3.0,6.0,1.814587387481322,1.793953281180509,1.2936069568398798,2.737367021684267,1.814587387481322,1.793953281180509,1.2936069568398798,2.737367021684267,4.092840075245142,4.046776966541184,3.450501892365325,6.348797682301794,4.092840075245142,4.046776966541184,3.450501892365325,6.348797682301794,0.032499999999999994,0.0325,0.0325,0.0325,15.524903435657654,16.0,15.0,16.0,11.138442772921325,11.0,8.0,14.0
500,fixed_delta_0.07,F_delta_0.07,0.07,4792,0.9741235392320534,0.0006260434056761269,0.12296546247654366,0.1217060612021181,0.0770444392161709,0.1910889586141176,0.12296546247654366,0.1217060612021181,0.0770444392161709,0.1910889586141176,0.2777307437352508,0.2741304308320809,0.2348718241694296,0.3961934703366375,0.2777307437352508,0.2741304308320809,0.2348718241694296,0.3961934703366375,1.9751669449081803,2.0,1.0,3.0,1.9751669449081803,2.0,1.0,3.0,4.040066777963272,4.0,3.0,6.0,4.040066777963272,4.0,3.0,6.0,49.1373121869783,49.0,11.0,90.0,37.21306343906511,37.0,10.0,58.0,112.17904841402337,111.0,64.0,185.0,64.10872287145241,64.0,35.0,99.0,1.9751669449081803,2.0,1.0,3.0,4.040066777963272,4.0,3.0,6.0,1.7566494639506243,1.738658017173116,1.1006348459452986,2.7298422659159653,1.7566494639506243,1.738658017173116,1.1006348459452986,2.7298422659159653,3.9675820533607253,3.9161490118868696,3.3553117738489937,5.6599067190948205,3.9675820533607253,3.9161490118868696,3.3553117738489937,5.6599067190948205,0.03500000000000001,0.035,0.035,0.035,14.381469115191987,14.0,14.0,15.0,10.454507512520868,10.0,7.0,13.0
500,fixed_delta_0.075,F_delta_0.075,0.075,4523,0.9473800574839708,0.0,0.12772850827977247,0.1267482557453324,0.0860727523645765,0.1855942998932211,0.12772850827977247,0.1267482557453324,0.0860727523645765,0.1855942998932211,0.2886344506343082,0.2856754651315226,0.245201047741151,0.4483105023709592,0.2886344506343082,0.2856754651315226,0.245201047741151,0.4483105023709592,1.9473800574839708,2.0,1.0,2.0,1.9473800574839708,2.0,1.0,2.0,3.9807649789962416,4.0,3.0,6.0,3.9807649789962416,4.0,3.0,6.0,52.286314393101925,53.0,15.0,82.0,38.85363696661508,39.0,10.0,60.0,119.744417422065,120.0,62.0,202.0,66.23988503205837,66.0,36.0,100.0,1.9473800574839708,2.0,1.0,2.0,3.9807649789962416,4.0,3.0,6.0,1.7030467770636335,1.6899767432710997,1.1476366981943538,2.474590665242948,1.7030467770636335,1.6899767432710997,1.1476366981943538,2.474590665242948,3.8484593417907758,3.809006201753635,3.2693473032153477,5.977473364946123,3.8484593417907758,3.809006201753635,3.2693473032153477,5.977473364946123,0.0375,0.0375,0.0375,0.0375,13.5233252266195,14.0,13.0,14.0,9.840592527083794,10.0,7.0,13.0
500,fixed_delta_0.08,F_delta_0.08,0.08,4146,0.8909792571152918,0.0,0.13200595873674925,0.131652455701489,0.0923623407660577,0.1880667267766749,0.13200595873674925,0.131652455701489,0.0923623407660577,0.1880667267766749,0.29866788286553914,0.29656874012069806,0.2549867603336987,0.4325092007344877,0.29866788286553914,0.29656874012069806,0.2549867603336987,0.4325092007344877,1.890979257115292,2.0,1.0,2.0,1.890979257115292,2.0,1.0,2.0,3.8950795947901593,4.0,3.0,5.0,3.8950795947901593,4.0,3.0,5.0,54.51471297636276,57.0,15.0,86.0,39.906415822479495,41.0,10.0,61.0,126.23082489146165,129.0,68.0,189.0,67.92233478051133,68.0,34.0,94.0,1.890979257115292,2.0,1.0,2.0,3.8950795947901593,4.0,3.0,5.0,1.650074484209366,1.6456556962686126,1.1545292595757215,2.350834084708436,1.650074484209366,1.6456556962686126,1.1545292595757215,2.350834084708436,3.7333485358192395,3.7071092515087267,3.187334504171234,5.406365009181096,3.7333485358192395,3.7071092515087267,3.187334504171234,5.406365009181096,0.04,0.04,0.04,0.04,12.85383502170767,13.0,12.0,13.0,9.287023637240713,9.0,6.0,12.0
500,fixed_delta_0.09,F_delta_0.09,0.09,3486,0.7561675272518646,0.0,0.1414490324366916,0.14181826024397703,0.0993719559252377,0.2086112121210752,0.1414490324366916,0.14181826024397703,0.0993719559252377,0.2086112121210752,0.3220766687698962,0.321438125872142,0.2733905962954761,0.4194759165359554,0.3220766687698962,0.321438125872142,0.2733905962954761,0.4194759165359554,1.7561675272518646,2.0,1.0,2.0,1.7561675272518646,2.0,1.0,2.0,3.6649454962707977,4.0,3.0,5.0,3.6649454962707977,4.0,3.0,5.0,57.47389558232932,63.0,18.0,92.0,41.118473895582326,43.0,11.0,69.0,135.2576018359151,143.0,78.0,202.0,70.04561101549054,70.0,38.0,101.0,1.7561675272518646,2.0,1.0,2.0,3.6649454962707977,4.0,3.0,5.0,1.5716559159632404,1.5757584471553008,1.104132843613753,2.317902356900836,1.5716559159632404,1.5757584471553008,1.104132843613753,2.317902356900836,3.5786296529988464,3.5715347319126893,3.037673292171957,4.660843517066172,3.5786296529988464,3.5715347319126893,3.037673292171957,4.660843517066172,0.045,0.045,0.045,0.045,11.113597246127366,11.0,11.0,12.0,8.32845668387837,8.0,6.0,11.0
500,fixed_delta_0.1,F_delta_0.1,0.1,3185,0.6596546310832025,0.0,0.1536527884864051,0.1542430907413522,0.1123445292521105,0.2156026975855373,0.1536527884864051,0.1542430907413522,0.1123445292521105,0.2156026975855373,0.3521572057307586,0.3515720701216329,0.3007686627301664,0.4579143709836973,0.3521572057307586,0.3515720701216329,0.3007686627301664,0.4579143709836973,1.6596546310832025,2.0,1.0,2.0,1.6596546310832025,2.0,1.0,2.0,3.524332810047096,4.0,3.0,5.0,3.524332810047096,4.0,3.0,5.0,60.90832025117739,69.0,18.0,100.0,42.59120879120879,45.0,14.0,73.0,146.65149136577708,154.0,91.0,227.0,72.59591836734694,72.0,43.0,102.0,1.6596546310832025,2.0,1.0,2.0,3.524332810047096,4.0,3.0,5.0,1.5365278848640513,1.5424309074135223,1.1234452925211054,2.156026975855373,1.5365278848640513,1.5424309074135223,1.1234452925211054,2.156026975855373,3.521572057307586,3.5157207012163285,3.007686627301664,4.5791437098369725,3.521572057307586,3.5157207012163285,3.007686627301664,4.5791437098369725,0.05,0.05,0.05,0.05,10.0,10.0,10.0,10.0,7.566718995290424,8.0,5.0,10.0
500,fixed_delta_0.12,F_delta_0.12,0.12,1692,0.028368794326241134,0.0,0.15181449603267871,0.15060057317960346,0.1208126699624128,0.2304185019388087,0.15181449603267871,0.15060057317960346,0.1208126699624128,0.2304185019388087,0.3452206420572119,0.3437342402577065,0.3001947521038446,0.4274180384422682,0.3452206420572119,0.3437342402577065,0.3001947521038446,0.4274180384422682,1.0283687943262412,1.0,1.0,2.0,1.0283687943262412,1.0,1.0,2.0,3.0011820330969265,3.0,3.0,4.0,3.0011820330969265,3.0,3.0,4.0,42.6968085106383,41.0,20.0,115.0,33.970449172576835,33.0,16.0,68.0,149.28782505910166,149.0,121.0,235.0,74.44976359338061,74.0,51.0,100.0,1.0283687943262412,1.0,1.0,2.0,3.0011820330969265,3.0,3.0,4.0,1.2651208002723233,1.2550047764966954,1.0067722496867737,1.9201541828234063,1.2651208002723233,1.2550047764966954,1.0067722496867737,1.9201541828234063,2.8768386838101,2.864452002147554,2.5016229341987053,3.561816987018902,2.8768386838101,2.864452002147554,2.5016229341987053,3.561816987018902,0.060000000000000026,0.06,0.06,0.06,8.846335697399526,9.0,8.0,9.0,6.578605200945627,7.0,5.0,8.0
